  1.000  .439  .410  .288  .329  .248
  .439  1.000  .351  .354  .320  .329
  .410  .351  1.000  .164  .190  .181
  .288  .354  .164  1.000  .595  .470
  .329  .320  .190  .595  1.000  .464
  .248  .329  .181  .470  .464  1.000
